DATE,RELACBW027SBOG
1976-08-25,143.9962
1976-09-01,144.1300
1976-09-08,144.4000
1976-09-15,144.6918
1976-09-22,144.8392
1976-09-29,145.1675
1976-10-06,145.5173
1976-10-13,145.7502
1976-10-20,146.1131
1976-10-27,146.4693
1976-11-03,146.6924
1976-11-10,146.7989
1976-11-17,147.2218
1976-11-24,147.5593
1976-12-01,147.8801
1976-12-08,148.2930
1976-12-15,148.4669
1976-12-22,148.7479
1976-12-29,148.6125
1977-01-05,148.6001
1977-01-12,149.1078
1977-01-19,149.6348
1977-01-26,150.2287
1977-02-02,150.6041
1977-02-09,151.0794
1977-02-16,151.6911
1977-02-23,151.9532
1977-03-02,152.5143
1977-03-09,152.8419
1977-03-16,153.5020
1977-03-23,154.0355
1977-03-30,154.4847
1977-04-06,154.9646
1977-04-13,155.6237
1977-04-20,156.2398
1977-04-27,156.8501
1977-05-04,157.3582
1977-05-11,157.9297
1977-05-18,158.5051
1977-05-25,159.1505
1977-06-01,159.6369
1977-06-08,159.9853
1977-06-15,160.5451
1977-06-22,160.9576
1977-06-29,161.1484
1977-07-06,161.5954
1977-07-13,162.5671
1977-07-20,163.1842
1977-07-27,163.7149
1977-08-03,164.2707
1977-08-10,165.2779
1977-08-17,165.5437
1977-08-24,165.9166
1977-08-31,166.3822
1977-09-07,166.6278
1977-09-14,167.1827
1977-09-21,167.5950
1977-09-28,168.4842
1977-10-05,168.7211
1977-10-12,169.6343
1977-10-19,170.2625
1977-10-26,171.0548
1977-11-02,171.4667
1977-11-09,171.7879
1977-11-16,172.5625
1977-11-23,173.4137
1977-11-30,173.8957
1977-12-07,174.2038
1977-12-14,174.4011
1977-12-21,175.4939
1977-12-28,175.7545
1978-01-04,176.0376
1978-01-11,177.0140
1978-01-18,177.5768
1978-01-25,178.3577
1978-02-01,179.0591
1978-02-08,179.5390
1978-02-15,180.0352
1978-02-22,180.6936
1978-03-01,181.3378
1978-03-08,182.0152
1978-03-15,182.6623
1978-03-22,183.3389
1978-03-29,183.8810
1978-04-05,184.2066
1978-04-12,185.1308
1978-04-19,185.9171
1978-04-26,186.6144
1978-05-03,187.5092
1978-05-10,188.1403
1978-05-17,188.7830
1978-05-24,189.4508
1978-05-31,190.1351
1978-06-07,191.0136
1978-06-14,191.7380
1978-06-21,192.5854
1978-06-28,192.7938
1978-07-05,193.1329
1978-07-12,194.1954
1978-07-19,195.0154
1978-07-26,196.0449
1978-08-02,196.5921
1978-08-09,197.4472
1978-08-16,198.0464
1978-08-23,198.7272
1978-08-30,199.3413
1978-09-06,199.9622
1978-09-13,200.4971
1978-09-20,201.1455
1978-09-27,201.9035
1978-10-04,202.7917
1978-10-11,203.6779
1978-10-18,204.4273
1978-10-25,205.2363
1978-11-01,205.9021
1978-11-08,206.6251
1978-11-15,207.2476
1978-11-22,207.8861
1978-11-29,208.5347
1978-12-06,209.6097
1978-12-13,210.0563
1978-12-20,210.7129
1978-12-27,211.1981
1979-01-03,210.7233
1979-01-10,211.4863
1979-01-17,211.6453
1979-01-24,212.5069
1979-01-31,212.6678
1979-02-07,212.9733
1979-02-14,213.4408
1979-02-21,213.7479
1979-02-28,214.3533
1979-03-07,214.8574
1979-03-14,215.0863
1979-03-21,215.5775
1979-03-28,216.4533
1979-04-04,216.9631
1979-04-11,217.4468
1979-04-18,218.1074
1979-04-25,218.6493
1979-05-02,219.1415
1979-05-09,219.7018
1979-05-16,220.1707
1979-05-23,221.0361
1979-05-30,221.5914
1979-06-06,222.5168
1979-06-13,223.0921
1979-06-20,223.8848
1979-06-27,225.1831
1979-07-04,226.2816
1979-07-11,227.2367
1979-07-18,228.1655
1979-07-25,228.9688
1979-08-01,229.1884
1979-08-08,230.0080
1979-08-15,230.6045
1979-08-22,231.2095
1979-08-29,231.8024
1979-09-05,232.3468
1979-09-12,233.3106
1979-09-19,234.0127
1979-09-26,234.7018
1979-10-03,235.4830
1979-10-10,236.0549
1979-10-17,236.6757
1979-10-24,237.2763
1979-10-31,238.1437
1979-11-07,238.4399
1979-11-14,238.7824
1979-11-21,239.4205
1979-11-28,240.0893
1979-12-05,240.4577
1979-12-12,241.2414
1979-12-19,242.0165
1979-12-26,241.8818
1980-01-02,242.7301
1980-01-09,243.3587
1980-01-16,243.7789
1980-01-23,244.6175
1980-01-30,244.7958
1980-02-06,246.2460
1980-02-13,246.5933
1980-02-20,247.2034
1980-02-27,247.7396
1980-03-05,248.0815
1980-03-12,248.5375
1980-03-19,248.9649
1980-03-26,249.0542
1980-04-02,250.4917
1980-04-09,250.5335
1980-04-16,250.6496
1980-04-23,250.6384
1980-04-30,250.9648
1980-05-07,250.9960
1980-05-14,251.0798
1980-05-21,251.3653
1980-05-28,251.7199
1980-06-04,251.6537
1980-06-11,251.6191
1980-06-18,251.9174
1980-06-25,252.2259
1980-07-02,252.8946
1980-07-09,253.1414
1980-07-16,253.4512
1980-07-23,253.7688
1980-07-30,254.2395
1980-08-06,254.3562
1980-08-13,254.8283
1980-08-20,255.1222
1980-08-27,255.4100
1980-09-03,255.6664
1980-09-10,255.8507
1980-09-17,255.9811
1980-09-24,256.7227
1980-10-01,256.9572
1980-10-08,257.7434
1980-10-15,258.0201
1980-10-22,258.5511
1980-10-29,259.0971
1980-11-05,259.8348
1980-11-12,260.2488
1980-11-19,260.7359
1980-11-26,260.9527
1980-12-03,261.3673
1980-12-10,261.7596
1980-12-17,262.1190
1980-12-24,262.7584
1980-12-31,262.8890
1981-01-07,262.9241
1981-01-14,263.7087
1981-01-21,263.7034
1981-01-28,264.4588
1981-02-04,264.4425
1981-02-11,264.6694
1981-02-18,265.2804
1981-02-25,265.4737
1981-03-04,266.1843
1981-03-11,266.5460
1981-03-18,266.8188
1981-03-25,267.0716
1981-04-01,267.3705
1981-04-08,268.1669
1981-04-15,268.2574
1981-04-22,268.8998
1981-04-29,269.1547
1981-05-06,269.9827
1981-05-13,270.6982
1981-05-20,271.4091
1981-05-27,271.9375
1981-06-03,272.6909
1981-06-10,273.2005
1981-06-17,273.6347
1981-06-24,273.9034
1981-07-01,273.1451
1981-07-08,273.8998
1981-07-15,274.2587
1981-07-22,274.9750
1981-07-29,275.7865
1981-08-05,276.0144
1981-08-12,276.6101
1981-08-19,276.9494
1981-08-26,277.5669
1981-09-02,278.1666
1981-09-09,278.4148
1981-09-16,278.5816
1981-09-23,278.8813
1981-09-30,279.1981
1981-10-07,279.7122
1981-10-14,279.8777
1981-10-21,280.2049
1981-10-28,280.6154
1981-11-04,280.6085
1981-11-11,281.2032
1981-11-18,281.7136
1981-11-25,281.9402
1981-12-02,282.4171
1981-12-09,282.7140
1981-12-16,283.1961
1981-12-23,283.6831
1981-12-30,284.9380
1982-01-06,284.6345
1982-01-13,285.0562
1982-01-20,285.4589
1982-01-27,285.8618
1982-02-03,286.2405
1982-02-10,286.7140
1982-02-17,286.9951
1982-02-24,288.6221
1982-03-03,289.1762
1982-03-10,289.5946
1982-03-17,290.0627
1982-03-24,290.1767
1982-03-31,291.4357
1982-04-07,291.4528
1982-04-14,291.4089
1982-04-21,291.9179
1982-04-28,292.1619
1982-05-05,293.0890
1982-05-12,293.3810
1982-05-19,293.6676
1982-05-26,294.1954
1982-06-02,294.8532
1982-06-09,295.1910
1982-06-16,295.5294
1982-06-23,295.9892
1982-06-30,296.1034
1982-07-07,295.6259
1982-07-14,295.8268
1982-07-21,295.9061
1982-07-28,296.1124
1982-08-04,296.8019
1982-08-11,296.8921
1982-08-18,296.9287
1982-08-25,297.1038
1982-09-01,297.6727
1982-09-08,297.7817
1982-09-15,297.4673
1982-09-22,298.0047
1982-09-29,298.5424
1982-10-06,298.3264
1982-10-13,298.5633
1982-10-20,298.7694
1982-10-27,298.8788
1982-11-03,298.8175
1982-11-10,299.0601
1982-11-17,299.1939
1982-11-24,299.6426
1982-12-01,299.2574
1982-12-08,299.6182
1982-12-15,299.3310
1982-12-22,300.0611
1982-12-29,299.3948
1983-01-05,300.5748
1983-01-12,301.9044
1983-01-19,302.3876
1983-01-26,302.7594
1983-02-02,302.5145
1983-02-09,302.6813
1983-02-16,303.3558
1983-02-23,303.2588
1983-03-02,303.6891
1983-03-09,304.0409
1983-03-16,304.2308
1983-03-23,303.8103
1983-03-30,305.1297
1983-04-06,306.3127
1983-04-13,305.7110
1983-04-20,306.0747
1983-04-27,306.6050
1983-05-04,307.0301
1983-05-11,307.6189
1983-05-18,308.2477
1983-05-25,308.9114
1983-06-01,309.3609
1983-06-08,309.8838
1983-06-15,310.7070
1983-06-22,311.0076
1983-06-29,311.6062
1983-07-06,312.9557
1983-07-13,313.5253
1983-07-20,314.2317
1983-07-27,314.9563
1983-08-03,315.8109
1983-08-10,316.2955
1983-08-17,316.8740
1983-08-24,317.5736
1983-08-31,318.7414
1983-09-07,319.6592
1983-09-14,320.3514
1983-09-21,320.9827
1983-09-28,321.3955
1983-10-05,322.0184
1983-10-12,322.9993
1983-10-19,324.2219
1983-10-26,325.3339
1983-11-02,325.5463
1983-11-09,326.2515
1983-11-16,327.0021
1983-11-23,328.0087
1983-11-30,328.7657
1983-12-07,329.3757
1983-12-14,329.7525
1983-12-21,330.8247
1983-12-28,330.8343
1984-01-04,331.8063
1984-01-11,332.6775
1984-01-18,333.6761
1984-01-25,334.3488
1984-02-01,335.4649
1984-02-08,336.2066
1984-02-15,337.0945
1984-02-22,338.0660
1984-02-29,339.3558
1984-03-07,340.1729
1984-03-14,341.6386
1984-03-21,342.1270
1984-03-28,342.6826
1984-04-04,345.3860
1984-04-11,345.0038
1984-04-18,346.0281
1984-04-25,346.9278
1984-05-02,347.6211
1984-05-09,348.4173
1984-05-16,349.1475
1984-05-23,350.4740
1984-05-30,351.2362
1984-06-06,352.0575
1984-06-13,353.1092
1984-06-20,354.1075
1984-06-27,354.7606
1984-07-04,355.3235
1984-07-11,356.3884
1984-07-18,357.0842
1984-07-25,357.5243
1984-08-01,358.9443
1984-08-08,359.2500
1984-08-15,360.0201
1984-08-22,361.2216
1984-08-29,362.0338
1984-09-05,362.1143
1984-09-12,364.2591
